alpha,th_w_ratio,max_amplitude,cost_s
2.0,0.0001,1.1616297221683363,54.976917028427124
2.0,0.00019999999999999998,1.2269823498630965,43.14943814277649
2.0,0.0003,2.758840284332708,48.3889639377594
2.0,0.00039999999999999996,4.89973618309121,51.76061725616455
2.0,0.0005,7.64598115738246,58.133904218673706
2.0,0.0006000000000000001,10.992855205924178,63.13799452781677
2.0,0.0007,14.934624212980204,69.53619122505188
2.0,0.0007999999999999999,19.464560443158117,75.68944144248962
2.0,0.0009,24.57496641288916,83.01966190338135
2.0,0.001,30.257201976444975,90.11899900436401
2.3333333333333335,0.0001,1.1361492872651744,59.40028142929077
2.3333333333333335,0.00019999999999999998,1.074833014943631,55.83578181266785
2.3333333333333335,0.0003,1.0482711151728694,53.83557987213135
2.3333333333333335,0.00039999999999999996,1.1154394225343447,49.71122455596924
2.3333333333333335,0.0005,1.7422694183038065,51.95027542114258
2.3333333333333335,0.0006000000000000001,2.5077048120806,56.080676794052124
2.3333333333333335,0.0007,3.4113325831810584,59.53539752960205
2.3333333333333335,0.0007999999999999999,4.452665584815477,61.68180704116821
2.3333333333333335,0.0009,5.631143026482065,67.11977505683899
2.3333333333333335,0.001,6.946131027887471,72.60668182373047
2.6666666666666665,0.0001,1.0497776287058223,65.2709231376648
2.6666666666666665,0.00019999999999999998,1.0128338988167658,62.9056441783905
2.6666666666666665,0.0003,1.0049112236852027,56.745413303375244
2.6666666666666665,0.00039999999999999996,1.0112889697634426,53.383121728897095
2.6666666666666665,0.0005,1.579762417114021,59.665080070495605
2.6666666666666665,0.0006000000000000001,2.27413492174539,61.97823357582092
2.6666666666666665,0.0007,,0.5252475738525391
2.6666666666666665,0.0007999999999999999,,0.007554531097412109
2.6666666666666665,0.0009,,0.007904052734375
2.6666666666666665,0.001,,0.005899190902709961
3.0,0.0001,,0.007695674896240234
3.0,0.00019999999999999998,,0.0046231746673583984
3.0,0.0003,,0.003450632095336914
3.0,0.00039999999999999996,,0.004120349884033203
3.0,0.0005,,0.00419163703918457
3.0,0.0006000000000000001,,0.004652738571166992
3.0,0.0007,,0.004597663879394531
3.0,0.0007999999999999999,,0.0050525665283203125
3.0,0.0009,,0.005092144012451172
3.0,0.001,,0.005001068115234375
3.333333333333333,0.0001,,0.00400090217590332
3.333333333333333,0.00019999999999999998,,0.003997802734375
3.333333333333333,0.0003,,0.0050013065338134766
3.333333333333333,0.00039999999999999996,,0.004674196243286133
3.333333333333333,0.0005,,0.003735780715942383
3.333333333333333,0.0006000000000000001,,0.003834962844848633
3.333333333333333,0.0007,,0.004198312759399414
3.333333333333333,0.0007999999999999999,,0.0038704872131347656
3.333333333333333,0.0009,,0.004279613494873047
3.333333333333333,0.001,,0.0037102699279785156
3.6666666666666665,0.0001,,0.0034694671630859375
3.6666666666666665,0.00019999999999999998,,0.00450587272644043
3.6666666666666665,0.0003,,0.00478053092956543
3.6666666666666665,0.00039999999999999996,,0.0038945674896240234
3.6666666666666665,0.0005,,0.00430750846862793
3.6666666666666665,0.0006000000000000001,,0.003306865692138672
3.6666666666666665,0.0007,,0.0040853023529052734
3.6666666666666665,0.0007999999999999999,,0.0042417049407958984
3.6666666666666665,0.0009,,0.0072383880615234375
3.6666666666666665,0.001,,0.007286787033081055
4.0,0.0001,,0.008000850677490234
4.0,0.00019999999999999998,,0.009001970291137695
4.0,0.0003,,0.010826349258422852
4.0,0.00039999999999999996,,0.008024215698242188
4.0,0.0005,,0.005190372467041016
4.0,0.0006000000000000001,,0.0041697025299072266
4.0,0.0007,,0.0035123825073242188
4.0,0.0007999999999999999,,0.0037860870361328125
4.0,0.0009,,0.0033359527587890625
4.0,0.001,,0.0035712718963623047
4.333333333333333,0.0001,,0.003486156463623047
4.333333333333333,0.00019999999999999998,,0.0042018890380859375
4.333333333333333,0.0003,,0.004477977752685547
4.333333333333333,0.00039999999999999996,,0.0044193267822265625
4.333333333333333,0.0005,,0.003556489944458008
4.333333333333333,0.0006000000000000001,,0.0034799575805664062
4.333333333333333,0.0007,,0.003229856491088867
4.333333333333333,0.0007999999999999999,,0.003810882568359375
4.333333333333333,0.0009,,0.004205226898193359
4.333333333333333,0.001,,0.0036177635192871094
4.666666666666666,0.0001,,0.003762960433959961
4.666666666666666,0.00019999999999999998,,0.004136562347412109
4.666666666666666,0.0003,,0.003997087478637695
4.666666666666666,0.00039999999999999996,,0.0037887096405029297
4.666666666666666,0.0005,,0.004488468170166016
4.666666666666666,0.0006000000000000001,,0.0050127506256103516
4.666666666666666,0.0007,,0.004583835601806641
4.666666666666666,0.0007999999999999999,,0.004427194595336914
4.666666666666666,0.0009,,0.003232717514038086
4.666666666666666,0.001,,0.004349470138549805
5.0,0.0001,,0.004332780838012695
5.0,0.00019999999999999998,,0.003972291946411133
5.0,0.0003,,0.003482341766357422
5.0,0.00039999999999999996,,0.0032553672790527344
5.0,0.0005,,0.004460811614990234
5.0,0.0006000000000000001,,0.004244327545166016
5.0,0.0007,,0.00584864616394043
5.0,0.0007999999999999999,,0.005222320556640625
5.0,0.0009,,0.005818367004394531
5.0,0.001,,0.003999948501586914
